,Gender,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityTier,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
342,0,78.0,1,2008,64.4,1,1,0,2,70.68,0,345,465,620,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-0.3027,-0.1206,0.4711,1.794,-0.6692,200000
343,1,53.8,1,2009,59.6,1,1,0,5,80.68,0,425,560,370,0.992259189330951,665,-1,-1,-1,-1,-1,-1,-1.6924,0.8128,0.0914,1.5018,-0.4455,275000
344,1,85.0,1,2008,79.0,1,1,0,5,75.64,1,520,500,605,0.901489571371033,545,-1,-1,-1,-1,-1,-1,-0.3027,0.3789,1.2396,0.2727,0.2889,450000
345,1,52.0,1,2006,55.0,1,1,0,1,68.0,1,345,455,335,0.245455659999829,335,333,-1,-1,-1,-1,-1,-1.3447,-0.1232,0.2366,1.4724,0.1864,550000
346,1,76.7,4,2009,90.1,4,1,0,2,78.0,0,570,555,545,0.744758354008939,485,-1,438,-1,-1,-1,-1,0.2718,0.3789,0.3174,-0.4879,-0.8608,180000
347,1,83.8,2,2009,80.25,3,1,0,2,67.4,0,605,520,485,0.622642915849938,475,-1,407,-1,-1,-1,-1,-0.159,0.2124,0.01,0.1459,-1.8189,315000
348,1,85.8,1,2010,70.1,1,1,0,2,64.0,0,595,495,440,0.622642915849938,315,-1,407,-1,-1,-1,-1,-0.5899,1.0449,-0.6048,-0.4879,0.0973,220000
349,1,71.33,4,2010,66.46,4,1,0,2,60.0,0,475,410,505,0.978799292641428,415,-1,561,-1,-1,-1,-1,-0.4463,0.5454,1.0859,1.9207,0.8637,120000
350,1,83.0,1,2009,73.0,1,1,0,5,67.25,0,525,505,585,0.842248322257836,495,-1,469,-1,-1,-1,-1,-0.159,0.0459,0.01,1.794,-0.6692,110000
351,1,78.0,1,2009,80.6,1,1,0,3,72.04,0,405,435,590,0.538386892985096,425,333,-1,-1,-1,-1,-1,1.0896,0.1888,0.3817,0.2679,-1.8673,240000
352,0,89.8,1,2010,87.2,1,1,0,2,78.12,0,475,640,460,0.744758354008939,545,-1,438,-1,-1,-1,-1,-0.159,-0.7866,-1.0659,-0.7415,-1.244,300000
353,0,93.2,4,2006,85.66,4,1,0,1,80.0,1,595,565,605,0.974396112538398,615,266,-1,420,-1,-1,280,0.51,-0.1232,0.5269,-1.7004,-0.6035,700000
354,0,84.2,1,2010,87.2,1,0,0,3,71.0,0,675,495,560,0.207392169717661,-1,260,-1,-1,-1,-1,-1,-0.8772,0.5454,1.0859,-1.7556,0.4805,300000
355,1,90.06,4,2012,92.75,4,1,0,4,79.95,0,475,520,605,0.243208656725607,385,-1,-1,-1,340,-1,-1,-0.7335,0.2124,1.3933,2.0475,1.247,300000
356,1,89.42,2,2009,81.2,1,1,0,2,71.26,0,650,555,705,0.819416529835888,505,-1,-1,-1,-1,-1,-1,-0.8772,0.2124,-1.527,0.1459,-1.244,560000
357,0,77.57,2,2009,69.0,4,1,0,7,65.2,1,535,510,485,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-0.3027,-0.6201,0.4711,-0.1076,-1.6273,200000
358,1,92.5,4,2009,96.1,4,1,0,3,78.0,0,465,605,650,0.783303536670298,365,388,-1,-1,-1,340,-1,-0.159,-1.7856,-0.9122,0.1459,-2.3937,390000
359,1,67.0,3,2006,61.0,3,1,1,0,68.23,0,565,515,415,0.968237495890543,605,-1,-1,-1,-1,-1,-1,-0.3014,0.5008,-0.9245,0.7967,-0.4455,420000
360,1,78.15,4,2009,76.8,4,1,0,3,68.0,0,525,470,595,0.991397583740291,-1,516,469,-1,-1,-1,-1,-1.5953,-0.2871,0.7785,0.5262,0.6721,310000
361,1,63.6,4,2008,60.8,4,1,0,2,68.0,0,440,460,405,0.486747008438193,385,-1,376,-1,-1,-1,-1,1.2772,1.0449,1.3933,-0.4879,1.4386,120000
362,1,81.8,1,2010,81.2,1,0,0,3,74.64,1,605,620,665,0.976292560913216,555,484,-1,-1,-1,-1,-1,0.2718,0.2124,-0.1437,-1.5021,-0.2859,325000
363,0,81.33,0,2006,78.4,0,1,1,0,71.25,1,365,525,524,0.735795709224656,475,-1,-1,-1,-1,-1,-1,1.7156,-0.5913,1.1558,0.218999999999999,-0.9194,120000
364,0,89.0,4,2009,85.0,4,1,0,5,76.0,0,345,335,475,0.23780283983757,425,-1,315,-1,-1,-1,-1,-0.1855,0.0328,-1.0697,0.97293,-0.2875,200000
365,1,69.8,1,2009,82.6,1,1,0,1,82.17,0,520,580,385,0.916869961103619,555,-1,-1,-1,-1,-1,-1,-0.159,0.2124,0.6248,0.2727,0.4805,475000
366,1,90.1,0,2009,95.65,0,1,0,1,70.1,1,435,365,375,0.635978756456794,445,-1,-1,-1,-1,-1,-1,-0.4173,0.5008,-0.7794,1.35483,0.1864,375000
367,1,70.0,1,2010,66.0,1,1,0,3,60.0,0,570,570,535,0.207392169717661,405,260,-1,-1,-1,-1,-1,1.1336,1.5444,0.9322,-2.2627,0.4805,200000
368,1,73.0,0,2008,62.0,0,1,0,3,75.0,0,325,390,560,-1.0,-1,-1,-1,-1,-1,-1,-1,0.6646,-0.2793,-0.7794,-0.8778,-0.2875,260000
369,0,91.8,1,2009,90.8,1,0,0,5,76.04,1,605,655,720,0.635978756456794,445,-1,-1,-1,-1,-1,-1,-0.3027,0.3789,0.4711,0.0192,-0.2859,380000
370,1,79.4,4,2008,75.91,4,1,0,5,73.5,0,415,435,195,0.190153405601018,315,-1,-1,-1,-1,-1,-1,-2.0262,-3.7836,-2.7565,0.1459,-6.8009,180000
371,1,71.0,4,2007,69.0,4,1,0,3,64.28,0,500,460,545,0.943272157866555,-1,452,-1,-1,-1,420,-1,-0.4463,0.2124,0.01,-0.6147,1.0554,200000
372,1,64.2,1,2009,90.7,4,1,0,3,82.23,1,510,605,720,0.960603251997053,565,466,-1,-1,-1,-1,-1,0.5591,-0.7866,-0.4511,0.1459,0.2889,325000
373,1,51.0,0,2003,51.0,0,1,1,0,74.0,1,375,405,395,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.2009,-1.2153,-0.7794,-0.5253,-0.2875,180000
374,0,87.63,3,2006,79.83,3,1,1,0,89.0,0,430,525,425,0.901489571371033,545,-1,-1,-1,-1,-1,-1,-0.3027,-1.2861,0.01,2.1743,-1.4356,500000
375,0,80.16,4,2010,91.4,4,1,0,2,70.5,1,580,435,500,0.486747008438193,435,-1,376,-1,-1,-1,-1,0.99,0.5454,-0.7585,0.3995,0.4805,320000
376,0,92.6,1,2009,89.9,1,1,0,1,82.27,0,730,620,590,0.942116551485008,575,-1,-1,-1,-1,-1,-1,0.8463,1.2114,0.9322,-0.1076,1.0554,325000
377,1,90.0,1,2009,67.8,1,1,0,2,78.0,0,475,485,525,0.916869961103619,555,-1,-1,-1,-1,-1,-1,-0.0154,-0.2871,0.9322,-2.2627,-0.2859,275000
378,1,80.3,4,2010,90.6,4,1,0,3,72.6,0,455,485,520,-1.0,305,-1,-1,-1,-1,-1,-1,0.5591,0.8784,-0.6048,0.5262,0.0973,180000
379,1,76.48,3,2008,77.16,3,1,0,4,79.3,0,485,485,285,0.694479327708463,325,366,-1,-1,-1,-1,-1,-2.5811,-3.0094,-2.0131,0.1798,-3.763,445000
380,1,93.6,1,2009,81.0,1,0,0,3,76.5,1,590,595,680,0.493596387301038,-1,324,-1,-1,-1,-1,-1,-1.8825,-0.7866,-0.4511,-0.2344,-0.6692,325000
381,1,72.0,1,2010,65.0,1,1,0,3,59.8,0,525,565,430,0.338786347219528,-1,292,-1,-1,-1,-1,-1,0.7027,-0.2871,-0.6048,-0.8682,1.247,180000
382,1,79.6,1,2009,73.2,1,1,0,3,66.96,1,535,640,630,0.338786347219528,-1,292,-1,-1,-1,-1,-1,-1.1644,0.2124,0.3174,0.9066,-0.4776,510000
383,1,86.83,1,2009,75.2,1,0,0,7,67.7,0,685,510,705,0.124502074009537,365,233,-1,-1,-1,-1,-1,-0.8772,0.8784,-0.2974,0.653,-0.0943,415000
384,0,88.0,3,2008,89.0,3,1,0,5,78.0,1,515,465,395,0.735795709224656,475,-1,-1,-1,-1,-1,-1,0.9737,1.5928,0.8171,-0.96597,0.3444,420000
385,1,89.76,2,2009,82.0,1,0,0,7,72.0,0,595,590,665,0.849802713510871,505,-1,-1,-1,-1,-1,-1,0.8463,1.3779,0.4711,-0.8682,0.8637,330000
386,1,89.6,4,2011,95.8,4,1,0,2,72.45,1,545,545,690,0.144789889482462,455,-1,284,-1,-1,-1,-1,-0.0154,-1.9521,-1.527,0.1459,-2.9686,325000
387,1,68.0,1,2010,65.0,1,1,0,2,75.0,0,595,425,430,0.622642915849938,495,-1,407,-1,-1,-1,-1,0.5591,0.2124,-0.1437,-1.8824,0.8637,185000
388,1,73.0,2,2009,91.0,4,1,0,5,80.0,1,520,495,530,0.635978756456794,445,-1,-1,-1,-1,-1,-1,0.5591,1.3779,2.008,-1.5021,0.8637,290000
389,0,73.4,4,2010,74.45,1,1,0,5,80.0,0,455,385,460,0.735795709224656,475,-1,-1,-1,-1,-1,-1,0.7027,0.7119,-0.1437,-0.4879,0.6721,190000
390,0,81.0,4,2010,87.9,4,1,0,5,72.3,1,430,445,345,0.356536487724475,415,-1,346,-1,-1,-1,-1,1.1336,0.3789,-0.4511,0.0192,0.6721,300000
391,1,84.0,4,2011,66.0,4,1,0,6,57.0,1,360,300,190,0.125690182237981,-1,-1,-1,284,-1,-1,-1,1.2772,1.2114,2.1617,2.5546,1.247,110000
392,1,85.0,1,2007,64.0,1,1,0,6,65.0,0,465,505,515,0.535862819499896,-1,-1,-1,393,-1,-1,-1,0.2009,0.8128,1.2525,-0.4078,0.9763,435000
393,1,81.0,1,2009,90.0,3,1,0,3,78.0,1,675,605,765,0.985461394326131,495,500,-1,-1,-1,-1,-1,0.7027,-0.1206,0.6248,0.3995,-0.4776,300000
394,1,78.6,1,2009,74.8,1,1,0,2,73.8,0,520,525,485,0.842248322257836,505,-1,469,-1,-1,-1,-1,-0.0154,0.8784,0.9322,0.3995,1.247,350000
395,1,67.0,4,2008,59.4,4,1,0,3,67.46,0,275,315,445,0.538386892985096,-1,333,-1,-1,-1,-1,-1,0.2718,-1.1196,-0.6048,-1.3753,-1.6273,255000
396,1,88.6,4,2010,74.16,4,1,0,5,73.1,0,420,445,415,0.744758354008939,415,-1,438,-1,-1,-1,-1,0.99,0.3789,0.4711,-1.5021,0.8637,210000
397,1,79.2,1,2010,67.2,1,1,0,4,66.85,1,510,590,585,0.423951396376433,-1,388,-1,-1,388,-1,-1,0.7027,0.8784,0.6248,-0.6147,1.0554,155000
398,1,69.0,2,2008,66.0,3,1,0,3,64.0,0,515,595,575,0.824666400671332,-1,400,-1,-1,-1,286,-1,-0.5719,-0.5913,-0.344,-1.3478,-0.5245,400000
399,1,53.06,3,2007,60.33,3,1,0,3,71.3,0,475,505,475,0.229481754911755,305,266,-1,-1,286,366,-1,-1.5765,-2.1513,-1.3599,0.0035,-0.4455,60000
400,1,85.72,3,2009,91.58,4,1,0,3,78.5,0,475,485,455,0.376059586651545,-1,300,-1,-1,-1,393,-1,-0.880999999999999,0.3838,-0.7068,-0.8778,-0.9194,105000
401,1,72.0,4,2009,65.0,4,1,0,2,65.3,1,405,485,430,0.413838255788123,385,-1,-1,-1,-1,-1,-1,0.7027,0.0459,0.1637,-0.995,1.4386,185000
402,0,68.0,2,2005,60.0,3,1,0,1,69.0,0,505,415,495,0.525922584252055,415,-1,-1,-1,-1,-1,-1,0.0464,1.2808,-0.0537,-0.4078,0.9763,200000
403,1,89.6,1,2009,84.4,1,1,0,2,71.18,0,500,610,500,0.144789889482462,515,-1,284,-1,-1,-1,-1,-0.5899,0.7119,0.4711,-0.3612,0.2889,315000
404,0,59.0,3,2006,55.0,3,1,0,5,63.47,0,335,285,335,0.413838255788123,385,-1,-1,-1,-1,-1,-1,-0.5719,1.4368,1.1074,0.6498,0.1864,105000
405,1,78.88,3,2007,67.67,3,1,0,5,67.75,0,465,525,405,0.525922584252055,415,-1,-1,-1,-1,-1,-1,1.4208,0.8784,0.4711,-0.4879,-0.8608,425000
406,1,77.33,1,2008,62.6,1,1,0,5,62.81,1,465,670,795,0.486747008438193,435,-1,376,-1,-1,-1,-1,0.99,1.0449,1.2396,-1.3753,1.6302,220000
407,1,87.0,4,2010,70.0,1,1,0,2,69.9,0,420,495,400,0.23780283983757,505,-1,315,-1,-1,-1,-1,-1.0208,0.7119,-1.0659,0.5262,0.4805,115000
408,1,59.0,1,2008,60.0,1,1,0,2,67.0,0,485,645,515,0.765673581234011,485,-1,-1,-1,-1,-1,-1,-1.1644,-0.6201,-1.527,-0.8682,-2.5853,300000
409,1,84.8,1,2008,83.0,1,1,0,3,66.4,0,645,645,605,0.694479327708463,495,366,-1,-1,-1,-1,-1,0.6646,1.4368,1.0348,-1.2303,0.5024,260000
410,0,91.21,4,2010,79.9,4,1,0,5,61.89,1,525,520,595,0.486747008438193,415,-1,376,-1,-1,-1,-1,-0.4463,-2.1186,0.1637,0.5262,-2.3937,105000
411,1,70.0,3,2008,56.6,3,1,0,5,71.18,0,205,555,470,0.635978756456794,445,-1,-1,-1,-1,-1,-1,-1.5765,0.3448,-0.6343,-0.2609,-0.2875,150000
412,0,86.7,3,2008,80.6,1,1,0,3,74.3,0,425,555,485,0.376059586651545,-1,300,-1,-1,-1,-1,-1,-1.4992,-1.8393,-0.7794,1.4724,-2.3017,280000
413,1,78.3,4,2010,81.0,4,1,0,2,78.0,0,665,520,740,0.744758354008939,555,-1,438,-1,-1,-1,-1,-0.0154,-0.7866,-0.7585,-1.2486,-0.4776,300000
414,1,54.83,3,2006,61.23,3,1,0,7,66.66,0,495,435,515,0.0233121682429863,235,166,-1,-1,-1,-1,-1,-0.7264,1.1248,1.1074,1.2374,0.9763,150000
415,1,55.3,4,2004,72.0,4,1,0,2,71.0,0,520,545,705,0.911395278391328,485,-1,500,-1,-1,-1,-1,0.4155,-0.6201,-0.4511,-0.995,-1.0524,135000
416,0,61.2,0,2007,68.3,0,1,0,5,74.2,1,405,305,185,0.245455659999829,335,-1,-1,-1,-1,-1,-1,0.8192,-0.4353,-0.9245,1.1199,-0.2875,200000
417,1,78.6,4,2010,76.7,4,1,0,2,68.0,0,500,630,680,0.842248322257836,475,-1,469,-1,-1,-1,-1,-0.4463,1.2114,0.4711,-1.1218,-0.6692,120000
418,1,87.0,1,2010,84.0,1,0,0,3,75.0,0,545,485,545,0.338786347219528,-1,292,-1,-1,-1,366,-1,0.1282,0.2124,-1.527,1.0333,-0.0943,300000
419,1,67.36,3,2008,74.96,3,1,0,1,72.6,1,355,315,445,0.793580614548506,495,333,-1,-1,-1,-1,-1,0.51,0.6568,1.1074,0.4148,0.8183,500000
420,1,88.0,4,2009,94.0,4,1,0,2,75.0,0,520,510,635,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.4155,0.2124,-1.9881,1.0333,0.8637,500000
421,1,61.75,3,2007,61.0,3,1,0,1,77.8,1,415,535,615,0.884122511593735,535,-1,-1,-1,-1,-1,-1,0.6646,0.8128,0.0914,-1.34787,-0.7615,375000
422,1,82.0,1,2009,92.2,1,0,0,2,77.6,1,485,555,720,0.911395278391328,635,-1,500,-1,-1,-1,-1,-0.5899,0.5454,0.7785,-0.2344,-0.4776,450000
423,0,80.8,4,2008,60.5,4,1,0,2,67.04,1,560,555,500,0.842248322257836,515,-1,469,-1,-1,-1,-1,1.1336,1.5444,1.3933,-2.3895,-0.2859,150000
424,1,87.2,4,2009,71.0,4,1,0,2,69.62,0,395,570,635,0.842248322257836,465,-1,469,-1,-1,-1,-1,0.2718,-0.1206,1.0859,-0.2344,0.8637,400000
425,0,63.0,1,2009,64.0,4,1,0,5,72.32,1,290,370,270,0.143256541032196,295,-1,-1,-1,-1,-1,-1,-3.1752,-5.1156,-3.0639,-0.7415,-5.2679,120000
426,1,55.33,0,2006,62.4,0,1,0,3,67.0,0,415,415,425,0.229481754911755,295,266,-1,-1,-1,-1,-1,-0.2628,0.0328,0.8171,0.5323,-0.2875,160000
427,0,79.6,1,2007,64.4,1,1,0,3,71.34,0,464,415,395,0.376059586651545,-1,300,-1,-1,-1,313,-1,0.0464,0.3448,0.5269,1.2374,-0.7615,400000
428,0,91.1,4,2009,90.0,4,1,0,2,76.29,0,475,495,445,0.930370607202691,565,-1,-1,-1,-1,-1,-1,-0.5899,0.6211,-1.6807,1.5404,-2.5853,300000
429,0,79.0,2,2010,71.0,1,1,0,2,79.0,0,580,580,575,0.486747008438193,565,-1,376,-1,-1,-1,-1,1.2772,1.5444,1.2396,-1.5021,-0.6692,300000
430,1,56.0,1,2009,56.0,4,1,1,0,62.0,0,605,470,355,0.843123726665742,515,-1,-1,-1,-1,-1,-1,0.7027,0.8784,0.3174,-1.1218,0.4805,200000
431,1,75.52,4,2009,70.0,4,1,0,6,60.13,0,485,545,530,0.755375120895548,-1,-1,-1,446,-1,-1,-1,-0.5899,-0.6867,0.1357,-1.2486,-0.4601,220000
432,1,67.0,3,2004,53.16,3,1,1,0,72.0,0,565,475,475,0.930370607202691,565,-1,-1,-1,-1,-1,-1,0.51,0.8128,-0.344,-1.1128,1.0158,310000
433,1,82.4,1,2007,72.4,1,1,0,3,82.48,1,535,505,615,0.694479327708463,385,366,-1,-1,-1,393,-1,0.3941,-0.5913,-0.4891,0.70853,-0.9194,400000
434,1,76.0,1,2008,78.0,1,1,0,7,77.8,0,575,455,525,0.866139820406941,-1,-1,-1,-1,-1,-1,-1,-1.1901,-0.0842,-1.0334,-0.05527,-0.7615,325000
435,1,85.0,4,2009,95.1,4,1,0,6,80.91,0,615,555,620,0.903940782098604,385,-1,-1,500,-1,-1,-1,-1.4517,-1.4526,0.01,1.2869,-1.8189,345000
436,1,80.0,1,2010,68.0,1,1,0,4,63.69,1,475,565,500,0.875503907349337,425,-1,-1,-1,516,-1,-1,0.8463,0.3789,1.7007,-0.4879,-1.0524,160000
437,1,74.0,0,2002,40.0,0,1,1,0,67.2,0,565,455,375,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-0.880999999999999,0.0328,-1.5051,-0.2902,-0.9194,300000
438,1,89.0,3,2006,94.1,3,1,0,3,66.02,0,485,595,625,0.538386892985096,465,333,-1,-1,-1,-1,-1,-0.1082,-0.2793,-0.6343,-0.5253,0.4234,240000
439,1,85.5,2,2010,58.2,1,1,0,7,63.2,0,535,340,380,0.299597296248525,405,-1,-1,-1,-1,-1,-1,-0.159,0.3789,0.9322,-0.995,0.0973,305000
440,1,86.08,4,2010,67.5,4,1,0,2,72.98,1,590,435,380,0.356536487724475,405,-1,346,-1,-1,-1,-1,1.7081,-0.1054,-1.0379,-2.0092,-1.0872,300000
441,1,87.6,0,2006,81.4,0,0,0,6,97.3,0,675,635,675,0.654107474545933,-1,-1,-1,420,-1,-1,-1,-1.6538,-0.5913,0.2366,-0.1727,0.5024,500000
442,0,87.0,4,2008,91.0,4,1,0,3,74.0,1,625,605,555,0.649389714846691,385,356,-1,-1,-1,-1,-1,0.5591,1.0449,1.0859,-1.6289,0.6721,350000
443,1,90.0,1,2010,89.4,1,0,0,2,83.7,0,560,555,585,0.842248322257836,505,-1,469,-1,-1,-1,-1,1.4208,1.7109,0.1637,-1.8824,-0.4776,2000000
444,1,80.2,1,2009,64.2,1,1,0,4,71.0,0,500,505,645,0.966006923498049,-1,548,-1,-1,580,-1,-1,1.4208,1.0449,-0.4511,0.0192,0.6721,220000
445,0,72.0,3,2005,80.0,3,1,1,0,78.0,1,475,515,405,0.245455659999829,335,-1,-1,-1,-1,-1,-1,-1.1901,-0.2793,0.8171,-0.7603,0.5024,340000
446,1,65.26,1,2007,66.2,1,1,0,5,70.59,0,395,450,455,0.704090412131314,465,-1,-1,-1,-1,-1,-1,1.2828,0.8518,0.2729,0.7673,-0.6035,100000
447,1,79.2,4,2010,73.2,4,1,0,7,78.3,0,345,315,575,0.255778193719394,-1,-1,-1,-1,-1,-1,292,-0.5899,-2.4516,-1.2196,0.9066,-1.4356,180000
448,1,55.6,4,2009,56.2,4,1,0,7,65.9,0,380,520,500,0.824666400671332,-1,400,-1,-1,-1,-1,-1,-1.8825,-3.4506,-2.1418,0.7798,-2.9686,180000
449,1,81.0,2,2007,81.0,3,1,0,1,67.3,0,730,655,545,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-0.5332,0.3448,-0.4891,0.0917,-0.2875,475000
450,1,81.0,4,2009,66.0,4,1,0,7,66.0,1,580,555,465,0.622642915849938,415,-1,407,-1,-1,-1,-1,1.2772,0.0459,1.2396,-1.5021,1.247,245000
451,1,74.0,2,2009,66.0,2,1,0,7,62.0,0,720,400,405,0.600643959446608,-1,-1,-1,-1,-1,-1,-1,0.1282,0.7119,-0.9122,-1.1218,-0.8608,215000
452,1,70.1,3,2006,68.6,1,1,0,5,66.52,0,695,505,605,0.930370607202691,565,-1,-1,-1,-1,-1,-1,0.2009,-0.4353,-0.1988,0.2973,0.8183,505000
453,1,86.0,1,2008,73.0,1,1,0,5,65.0,0,520,520,400,0.488347976782714,405,-1,-1,-1,-1,-1,-1,0.0464,-0.6693,-1.7954,-0.5253,-1.8673,145000
454,0,85.2,1,2008,73.2,1,1,0,2,76.36,0,695,500,750,0.98374996654107,635,-1,-1,-1,-1,-1,-1,0.8463,0.2124,-0.1437,-0.6147,0.8637,350000
455,0,49.0,1,2010,60.0,1,1,0,3,68.0,0,475,485,485,0.493596387301038,-1,324,-1,-1,-1,292,-1,-0.3027,1.2114,0.1637,0.3995,1.247,150000
456,1,80.0,1,2005,73.0,1,1,0,3,71.5,0,555,375,605,0.694479327708463,375,366,-1,-1,-1,-1,-1,-1.3447,-0.1232,-0.344,0.0623,-0.4455,420000
457,0,71.0,1,2009,64.0,1,1,0,5,81.0,1,615,455,355,0.486747008438193,335,-1,376,-1,-1,-1,-1,-3.8933,-5.6151,-3.9861,-0.8682,-6.6092,145000
458,1,77.8,1,2010,69.0,1,1,0,7,71.7,0,475,510,475,0.193768441980019,-1,292,-1,-1,324,-1,-1,-0.4463,0.0459,0.7785,0.3995,0.2889,400000
459,1,87.6,2,2009,92.5,2,1,0,2,88.3,1,720,545,825,0.901489571371033,545,-1,-1,-1,-1,-1,-1,-1.5953,0.0459,-0.2974,-0.6147,-0.4776,340000
460,1,76.0,4,2008,70.0,4,1,0,7,76.0,1,575,554,375,0.298769128563994,345,-1,-1,-1,356,-1,-1,0.99,1.3779,0.4711,-0.8682,0.6721,115000
461,1,80.0,4,2010,80.0,4,1,0,2,64.97,1,455,540,450,0.744758354008939,475,-1,438,-1,-1,-1,-1,0.99,-0.1206,0.7785,-1.8824,-0.6692,200000
462,1,92.0,3,2007,80.0,3,1,0,6,64.16,0,565,375,375,0.414337426422751,-1,-1,-1,366,-1,-1,-1,0.8192,-0.2793,-0.1988,-0.6428,0.0284,95000
463,1,74.3,4,2008,75.6,4,1,0,2,65.3,0,520,560,485,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-0.5899,1.0449,0.7785,0.653,0.0973,280000
464,1,68.2,4,2010,67.4,4,1,0,2,66.0,0,440,400,355,0.356536487724475,295,-1,346,-1,-1,-1,-1,0.7027,0.0459,0.7785,1.6672,-0.0943,300000
465,1,87.62,4,2009,86.0,4,1,0,7,71.7,0,440,480,465,-1.0,-1,-1,-1,-1,-1,-1,-1,0.8463,0.0459,0.4711,-0.1076,0.2889,110000
466,1,92.48,4,2010,72.66,4,1,0,2,64.8,0,510,510,575,0.990008756723898,655,-1,-1,-1,-1,-1,-1,-1.0208,-1.1196,-1.527,-0.1076,-2.0105,320000
467,1,76.7,3,2006,80.0,4,1,0,1,77.4,1,415,465,565,0.308400582860308,355,-1,-1,-1,-1,-1,-1,1.1283,-0.7473,0.0914,-1.2303,0.5024,300000
468,1,81.0,4,2008,71.0,4,1,0,2,74.0,0,500,500,545,0.670743151433127,455,-1,-1,-1,-1,-1,-1,-0.3027,0.5454,1.3933,-1.3753,-0.0943,95000
469,0,89.2,1,2008,68.8,1,1,0,1,69.0,0,375,385,394,0.144789889482462,395,-1,284,-1,-1,-1,-1,-1.0355,0.8128,-0.4891,0.6498,0.3049,180000
470,0,66.66,3,2007,61.0,3,1,0,5,57.83,1,325,485,375,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-1.6538,0.3448,-0.0537,-1.3478,0.5024,300000
471,1,80.0,1,2010,66.66,1,1,0,2,64.06,0,535,425,320,0.356536487724475,515,-1,346,-1,-1,-1,-1,-0.3027,0.2124,-1.527,-0.3612,0.2889,180000
472,0,81.0,4,2009,70.0,4,1,0,2,71.0,1,405,395,260,0.622642915849938,405,-1,407,-1,-1,-1,-1,0.4155,-0.2871,0.4711,0.5262,-0.0943,210000
473,1,93.4,1,2009,89.4,1,1,0,4,75.4,0,605,645,720,0.557389505646088,555,-1,-1,-1,420,-1,-1,-1.5953,0.5454,-0.4511,0.3995,-0.0943,325000
474,1,82.28,2,2010,87.2,1,1,0,7,77.26,0,560,540,475,-1.0,655,-1,500,-1,-1,-1,-1,0.2718,0.7119,1.3933,-2.2627,0.2889,120000
475,1,75.0,4,2009,78.5,4,1,0,3,67.0,1,395,420,210,0.112139438207403,305,228,-1,-1,-1,-1,-1,-0.0154,0.2124,0.01,1.5404,-0.0943,120000
476,1,64.56,1,2008,66.66,1,1,0,7,65.02,0,545,475,485,0.376059586651545,-1,300,-1,-1,-1,-1,-1,0.1282,0.0459,0.1637,0.2727,-0.2859,385000
477,1,69.33,0,2004,56.0,0,1,0,7,68.56,0,485,485,285,-1.0,-1,-1,-1,-1,-1,-1,-1,-0.3014,-1.0593,-1.2148,-0.7015,-0.9194,480000
478,0,91.4,1,2007,93.0,3,1,0,1,70.8,1,475,665,605,0.793580614548506,495,-1,-1,-1,-1,-1,-1,-0.2628,-0.1232,-1.3599,0.4148,-0.1295,495000
479,1,81.0,4,2009,81.0,4,1,0,3,78.0,0,360,545,635,0.943272157866555,-1,452,-1,-1,-1,-1,-1,-0.0154,0.7119,1.547,-0.995,-0.8608,300000
480,1,74.0,2,2008,63.0,4,1,0,2,63.2,0,560,445,485,0.953899775079926,495,-1,530,-1,-1,-1,-1,-0.3027,-0.4536,-1.3733,-0.3612,-0.2859,300000
481,1,65.0,4,2010,81.2,4,1,0,5,67.0,0,265,485,430,0.744758354008939,495,-1,438,-1,-1,-1,-1,0.99,1.2114,1.0859,-1.6289,0.0973,205000
482,0,91.04,4,2010,95.08,4,1,0,3,87.1,0,455,480,545,0.338786347219528,465,292,-1,-1,-1,-1,-1,-0.3027,0.0459,0.3174,-0.2344,-0.0943,100000
483,0,66.0,3,2009,64.0,3,1,0,2,65.0,0,370,355,385,0.294295423383813,-1,-1,-1,-1,-1,-1,-1,1.2772,1.0449,1.7007,-1.3753,0.6721,300000
484,1,75.12,0,2004,60.0,0,1,0,7,58.67,1,405,425,505,0.0587928000083534,-1,200,-1,-1,-1,-1,-1,-1.8083,-0.9033,0.0914,-0.0552,-0.1295,275000
485,0,69.4,1,2006,60.0,1,1,0,7,65.6,0,355,415,555,0.229481754911755,-1,266,-1,-1,-1,-1,-1,0.3555,0.3448,-0.0537,0.0623,0.0284,425000
486,1,77.6,4,2007,89.6,4,1,0,5,65.15,0,545,495,450,0.911395278391328,445,-1,500,-1,-1,-1,-1,0.1282,1.2114,0.7785,-2.2627,0.6721,180000
487,1,84.4,1,2008,75.6,1,1,0,3,79.0,1,535,610,735,0.960603251997053,-1,466,-1,-1,-1,-1,-1,1.2772,0.3789,-0.1437,0.2727,-0.0943,330000
